Grant Agreement ID;Project Link;EU contribution (€);Includes PO?;PO budget (€);PO budget %;PO link;PO link 2;PO link 3;Topic ;;;;;;;;;;;;;;;;;;;
685401;https://cordis.europa.eu/project/rcn/197054/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
663062;https://cordis.europa.eu/project/rcn/196226/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
662861;https://cordis.europa.eu/project/rcn/196208/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673780;https://cordis.europa.eu/project/rcn/197009/factsheet/en;2427593.75;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
663291;https://cordis.europa.eu/project/rcn/196244/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
684366;https://cordis.europa.eu/project/rcn/197403/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673797;https://cordis.europa.eu/project/rcn/197012/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673562;https://cordis.europa.eu/project/rcn/196514/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673561;https://cordis.europa.eu/project/rcn/196513/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673533;https://cordis.europa.eu/project/rcn/196511/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673556;https://cordis.europa.eu/project/rcn/196512/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
683660;https://cordis.europa.eu/project/rcn/197379/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
663530;https://cordis.europa.eu/project/rcn/196262/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
684088;https://cordis.europa.eu/project/rcn/197200/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
683405;https://cordis.europa.eu/project/rcn/197375/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
663900;https://cordis.europa.eu/project/rcn/196290/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
666800;https://cordis.europa.eu/project/rcn/197308/factsheet/en;3264375;0;-;-;-;;;PHC-12-2014 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
684096;https://cordis.europa.eu/project/rcn/197398/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
683740;https://cordis.europa.eu/project/rcn/197036/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673030;https://cordis.europa.eu/project/rcn/196696/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
684368;https://cordis.europa.eu/project/rcn/197179/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672974;https://cordis.europa.eu/project/rcn/196486/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
685218;https://cordis.europa.eu/project/rcn/197432/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672732;https://cordis.europa.eu/project/rcn/196471/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672213;https://cordis.europa.eu/project/rcn/196435/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
662458;https://cordis.europa.eu/project/rcn/196172/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
671864;https://cordis.europa.eu/project/rcn/196419/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
666440;https://cordis.europa.eu/project/rcn/197187/factsheet/en;2615000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
662975;https://cordis.europa.eu/project/rcn/196218/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673072;https://cordis.europa.eu/project/rcn/196488/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
685114;https://cordis.europa.eu/project/rcn/197429/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672619;https://cordis.europa.eu/project/rcn/196459/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
684755;https://cordis.europa.eu/project/rcn/197414/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672680;https://cordis.europa.eu/project/rcn/197190/factsheet/en;2772527.50;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673934;https://cordis.europa.eu/project/rcn/196543/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
674266;https://cordis.europa.eu/project/rcn/196558/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
662461;https://cordis.europa.eu/project/rcn/196173/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
662455;https://cordis.europa.eu/project/rcn/196171/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
662421;https://cordis.europa.eu/project/rcn/196166/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673077;https://cordis.europa.eu/project/rcn/197359/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673788;https://cordis.europa.eu/project/rcn/196535/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672199;https://cordis.europa.eu/project/rcn/196692/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
683469;https://cordis.europa.eu/project/rcn/197177/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
662657;https://cordis.europa.eu/project/rcn/196190/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673664;https://cordis.europa.eu/project/rcn/197552/factsheet/en;3135925.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672134;https://cordis.europa.eu/project/rcn/196433/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
683708;https://cordis.europa.eu/project/rcn/197383/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
684709;https://cordis.europa.eu/project/rcn/197050/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
664018;https://cordis.europa.eu/project/rcn/196300/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
685041;https://cordis.europa.eu/project/rcn/197462/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
663039;https://cordis.europa.eu/project/rcn/196222/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673447;https://cordis.europa.eu/project/rcn/196698/factsheet/en;1965867.50;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
685364;https://cordis.europa.eu/project/rcn/197203/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
685106;https://cordis.europa.eu/project/rcn/197428/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
666328;https://cordis.europa.eu/project/rcn/196985/factsheet/en;2137500.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
666676;https://cordis.europa.eu/project/rcn/197184/factsheet/en;4487525.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673705;https://cordis.europa.eu/project/rcn/196999/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
684335;https://cordis.europa.eu/project/rcn/197405/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
683485;https://cordis.europa.eu/project/rcn/197197/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673735;https://cordis.europa.eu/project/rcn/196534/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673383;https://cordis.europa.eu/project/rcn/196500/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
651088;https://cordis.europa.eu/project/rcn/194707/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
674760;https://cordis.europa.eu/project/rcn/197367/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
651158;https://cordis.europa.eu/project/rcn/194711/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
650176;https://cordis.europa.eu/project/rcn/194647/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
650502;https://cordis.europa.eu/project/rcn/194665/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
650759;https://cordis.europa.eu/project/rcn/194703/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
651007;https://cordis.europa.eu/project/rcn/194702/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
651145;https://cordis.europa.eu/project/rcn/194710/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
651185;https://cordis.europa.eu/project/rcn/194714/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
651203;https://cordis.europa.eu/project/rcn/194715/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
643597;https://cordis.europa.eu/project/rcn/194082/factsheet/en;4954992.00;0;-;-;-;;;PHC-15-2014 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
643580;https://cordis.europa.eu/project/rcn/194081/factsheet/en;5857587.50;0;-;-;-;;;PHC-15-2014 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
651084;https://cordis.europa.eu/project/rcn/194705/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
651065;https://cordis.europa.eu/project/rcn/194704/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
652292;https://cordis.europa.eu/project/rcn/194773/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
649160;https://cordis.europa.eu/project/rcn/194560/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
652164;https://cordis.europa.eu/project/rcn/194770/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
652303;https://cordis.europa.eu/project/rcn/194776/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
643776;https://cordis.europa.eu/project/rcn/194101/factsheet/en;5899250.00;0;-;-;-;;;PHC-15-2014 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
651956;https://cordis.europa.eu/project/rcn/194759/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
651675;https://cordis.europa.eu/project/rcn/194746/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
652542;https://cordis.europa.eu/project/rcn/194782/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
652114;https://cordis.europa.eu/project/rcn/194765/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
651665;https://cordis.europa.eu/project/rcn/194744/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
650594;https://cordis.europa.eu/project/rcn/194673/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
652132;https://cordis.europa.eu/project/rcn/194768/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
650447;https://cordis.europa.eu/project/rcn/194659/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
643478;https://cordis.europa.eu/project/rcn/194069/factsheet/en;5998882.00;0;-;-;-;;;PHC-15-2014 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
754803;https://cordis.europa.eu/project/rcn/212673/factsheet/en;6440488.50;0;-;-;-;;;SC1-PM-10-2017 - Comparing the effectiveness of existing healthcare interventions in the adult population;;;;;;;;;;;;;;;;;;;
634928;https://cordis.europa.eu/project/rcn/193314/factsheet/en;4835584.00;0;-;-;-;;;PHC-10-2014 - Development of new diagnostic tools and technologies: in vitro devices. assays and platforms;;;;;;;;;;;;;;;;;;;
874667;https://cordis.europa.eu/project/rcn/226169/factsheet/en;1296761.25;0;-;-;-;;;SC1-HCO-15-2019 - Support for the functioning of the Global Research Collaboration for Infectious Disease Preparedness (GloPID-R);;;;;;;;;;;;;;;;;;;
875351;https://cordis.europa.eu/project/rcn/225782/factsheet/en;4999991.25;0;-;-;-;;;SC1-DTH-01-2019 - Big data and Artificial Intelligence for monitoring health status and quality of life after the cancer treatment;;;;;;;;;;;;;;;;;;;
875358;https://cordis.europa.eu/project/rcn/225787/factsheet/en;4831233.75;0;-;-;-;;;SC1-DTH-01-2019 - Big data and Artificial Intelligence for monitoring health status and quality of life after the cancer treatment;;;;;;;;;;;;;;;;;;;
875192;https://cordis.europa.eu/project/rcn/225741/factsheet/en;4985975.00;0;-;-;-;;;SC1-DTH-01-2019 - Big data and Artificial Intelligence for monitoring health status and quality of life after the cancer treatment;;;;;;;;;;;;;;;;;;;
875160;https://cordis.europa.eu/project/rcn/225740/factsheet/en;4841962.50;0;-;-;-;;;SC1-DTH-01-2019 - Big data and Artificial Intelligence for monitoring health status and quality of life after the cancer treatment;;;;;;;;;;;;;;;;;;;
875392;https://cordis.europa.eu/project/rcn/225745/factsheet/en;4872250.00;0;-;-;-;;;SC1-DTH-01-2019 - Big data and Artificial Intelligence for monitoring health status and quality of life after the cancer treatment;;;;;;;;;;;;;;;;;;;
848166;https://cordis.europa.eu/project/rcn/226656/factsheet/en;6087314.25;0;-;-;-;;;SC1-BHC-14-2019 - Stratified host-directed approaches to improve prevention. treatment and/or cure of infectious diseases;;;;;;;;;;;;;;;;;;;
874764;https://cordis.europa.eu/project/rcn/226682/factsheet/en;8000000.00;0;-;-;-;;;SC1-BHC-07-2019 - Regenerative medicine: from new insights to new applications;;;;;;;;;;;;;;;;;;;
874758;https://cordis.europa.eu/project/rcn/226677/factsheet/en;8168495.00;0;-;-;-;;;SC1-BHC-07-2019 - Regenerative medicine: from new insights to new applications;;;;;;;;;;;;;;;;;;;
779318;https://cordis.europa.eu/project/rcn/216628/factsheet/en;2976092.25;0;-;-;-;;;SC1-HCO-07-2017 - Global Alliance for Chronic Diseases (GACD) prevention and management of mental disorders;;;;;;;;;;;;;;;;;;;
672570;https://cordis.europa.eu/project/rcn/197354/factsheet/en;4048407.00;0;-;-;-;;;PHC-12-2014 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
755988;https://cordis.europa.eu/project/rcn/209856/factsheet/en;1867186.25;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
825730;https://cordis.europa.eu/project/rcn/219146/factsheet/en;6850643.75;0;-;-;-;;;SC1-BHC-09-2018 - Innovation platforms for advanced therapies of the future;;;;;;;;;;;;;;;;;;;
735261;https://cordis.europa.eu/project/rcn/205059/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
719856;https://cordis.europa.eu/project/rcn/200627/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
717927;https://cordis.europa.eu/project/rcn/200620/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
697454;https://cordis.europa.eu/project/rcn/198901/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
681240;https://cordis.europa.eu/project/rcn/197040/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
650314;https://cordis.europa.eu/project/rcn/194656/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
634559;https://cordis.europa.eu/project/rcn/193296/factsheet/en;5425112.98;0;-;-;-;;;PHC-13-2014 - New therapies for chronic non-communicable diseases;;;;;;;;;;;;;;;;;;;
